person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_default,default_probability,upload_date
37,85000,-1.0,21.0,5,0,1200,8.9,0,0.01,0.0,13,0,0.017049221476300416,2025-05-19
45,27012,-1.0,20.0,4,0,6000,5.99,1,0.22,0.0,13,0,0.1190995567598464,2025-05-19
40,27040,-1.0,7.0,1,1,6925,9.99,0,0.26,0.0,15,1,0.5371197971088574,2025-05-19
39,27040,-1.0,0.0,2,0,4800,8.59,0,0.18,0.0,17,0,0.14461934965356968,2025-05-19
38,37500,-1.0,0.0,5,0,1375,6.91,0,0.04,0.0,11,0,0.019126913804979846,2025-05-19
38,27500,-1.0,5.0,3,2,4700,13.92,0,0.17,0.0,13,0,0.465792469422104,2025-05-19
37,26400,-1.0,5.0,1,0,1500,6.91,0,0.06,0.0,17,0,0.07617436326483552,2025-05-19
41,27340,-1.0,7.0,0,2,1500,12.99,0,0.05,0.0,15,0,0.4288494685084892,2025-05-19
48,29004,-1.0,6.0,3,0,1500,7.51,0,0.05,0.0,15,0,0.04159261011335287,2025-05-19
42,30132,-1.0,4.0,5,2,1500,12.98,0,0.05,0.0,14,0,0.16906191701143808,2025-05-19
40,30996,-1.0,2.0,3,2,1500,13.72,1,0.05,0.0,14,0,0.24946511104396865,2025-05-19
50,29000,-1.0,1.0,4,1,1500,10.39,1,0.05,0.0,15,0,0.08683215727047083,2025-05-19
42,35004,-1.0,12.0,3,0,1500,7.37,0,0.04,0.0,12,0,0.03436891294414659,2025-05-19
41,35400,-1.0,11.0,5,2,1500,12.87,0,0.04,0.0,14,0,0.15920263156702028,2025-05-19
43,28000,-1.0,4.0,2,3,6250,0.0,1,0.22,0.0,13,1,0.8174221646081419,2025-05-19
41,32004,-1.0,2.0,2,3,1500,14.74,1,0.05,0.0,17,1,0.5763624472199089,2025-05-19
48,33500,-1.0,1.0,2,3,1500,14.74,1,0.04,0.0,11,1,0.5004205212230353,2025-05-19
36,28000,-1.0,1.0,5,3,3075,15.62,1,0.11,0.0,12,0,0.4641368747906252,2025-05-19
39,39000,-1.0,7.0,0,1,1500,10.36,1,0.04,0.0,16,0,0.19554339709984755,2025-05-19
40,49788,-1.0,1.0,0,0,1500,9.32,0,0.03,0.0,16,0,0.06957827948616246,2025-05-19
43,51600,-1.0,4.0,5,1,1500,11.86,0,0.03,0.0,11,0,0.049559138562804146,2025-05-19
45,52000,-1.0,0.0,3,0,1500,8.94,0,0.03,0.0,13,0,0.030790351339150965,2025-05-19
44,28000,-1.0,0.0,5,0,3500,8.94,0,0.13,0.0,12,0,0.04260736190463933,2025-05-19
48,28000,-1.0,7.0,2,0,7500,7.74,0,0.27,0.0,16,0,0.26115025986974627,2025-05-19
41,55000,-1.0,3.0,5,0,1500,5.99,0,0.03,0.0,15,0,0.020057101821113945,2025-05-19
41,63000,-1.0,1.0,4,0,1500,8.0,0,0.02,0.0,17,0,0.024833769374619556,2025-05-19
45,74600,-1.0,2.0,3,2,1500,13.61,0,0.02,0.0,13,0,0.19181564529691936,2025-05-19
38,80000,-1.0,0.0,1,1,1500,11.49,0,0.02,0.0,16,0,0.12917650957394305,2025-05-19
36,89004,-1.0,2.0,4,1,1500,11.36,0,0.02,0.0,14,0,0.06115766309292523,2025-05-19
40,90000,-1.0,1.0,1,2,1500,14.27,0,0.02,0.0,14,0,0.2858006356630162,2025-05-19
37,28500,-1.0,6.0,1,0,1800,6.76,0,0.06,0.0,12,0,0.0632760471024553,2025-05-19
42,14000,-1.0,0.0,1,2,1700,13.16,0,0.12,0.0,13,1,0.5166484517544924,2025-05-19
44,27000,-1.0,5.0,1,0,1700,6.99,0,0.06,0.0,15,0,0.07146022720403498,2025-05-19
39,28650,-1.0,1.0,3,1,8000,10.37,0,0.28,0.0,14,0,0.4259552018521662,2025-05-19
37,44000,-1.0,0.0,4,1,1700,10.59,1,0.04,0.0,17,0,0.08023478287159143,2025-05-19
41,14400,-1.0,4.0,4,1,1800,0.0,0,0.13,0.0,17,0,0.17772517119972195,2025-05-19
40,19200,-1.0,2.0,5,1,1800,11.99,0,0.09,0.0,13,0,0.09110708674163966,2025-05-19
37,27000,-1.0,0.0,3,1,1800,11.36,0,0.07,0.0,11,0,0.10937132466787977,2025-05-19
36,45000,-1.0,3.0,0,2,1800,14.27,0,0.04,0.0,15,0,0.39125720909616246,2025-05-19
36,28800,-1.0,0.0,2,1,5375,11.11,0,0.19,0.0,13,0,0.30635316452027433,2025-05-19
39,44000,-1.0,11.0,3,3,1800,14.91,1,0.04,0.0,17,0,0.49230388167979267,2025-05-19
37,28800,-1.0,3.0,5,0,4000,6.54,0,0.14,0.0,17,0,0.053058627848151754,2025-05-19
37,50400,-1.0,9.0,5,0,1800,8.9,0,0.04,0.0,11,0,0.01944621426040653,2025-05-19
37,51000,-1.0,5.0,0,0,1800,7.51,0,0.04,0.0,14,0,0.0703431845823783,2025-05-19
49,28800,-1.0,5.0,3,0,12000,0.0,0,0.42,0.0,16,0,0.4662710673407979,2025-05-19
36,156326,-1.0,10.0,2,0,1800,8.0,0,0.01,0.0,16,0,0.03535472080154262,2025-05-19
43,11340,-1.0,4.0,1,2,1950,0.0,1,0.17,0.0,11,1,0.6120006045469337,2025-05-19
42,40000,-1.0,6.0,0,1,1950,11.86,0,0.05,0.0,17,0,0.21404352536616233,2025-05-19
36,90000,-1.0,6.0,0,1,1950,12.42,0,0.02,0.0,15,0,0.15446872644767656,2025-05-19
39,12000,-1.0,4.0,5,1,2000,10.65,1,0.17,0.0,11,0,0.17365345273861416,2025-05-19
37,29000,-1.0,8.0,0,1,7750,0.0,0,0.27,0.0,16,1,0.6053645827565408,2025-05-19
48,15000,-1.0,4.0,0,2,2000,12.84,0,0.13,0.0,14,1,0.6149391210483934,2025-05-19
47,18000,-1.0,4.0,1,0,2000,7.29,0,0.11,0.0,11,0,0.09878208092825362,2025-05-19
39,18996,-1.0,5.0,1,0,2000,7.88,0,0.11,0.0,12,0,0.10080884321535485,2025-05-19
45,19200,-1.0,0.0,5,0,2000,8.49,0,0.1,0.0,12,0,0.035445025139384606,2025-05-19
48,19632,-1.0,19.0,4,2,2000,13.47,0,0.1,0.0,12,0,0.3010891264019734,2025-05-19
43,29004,-1.0,3.0,3,0,5000,7.88,0,0.17,0.0,11,0,0.08772593522602261,2025-05-19
42,20400,-1.0,4.0,4,5,2000,20.99,0,0.1,0.0,13,1,0.9059267838664545,2025-05-19
46,29004,-1.0,4.0,4,1,10000,11.58,0,0.34,0.0,11,0,0.46117646490710096,2025-05-19
39,24000,-1.0,0.0,3,1,2000,10.99,0,0.08,0.0,11,0,0.11860973894567658,2025-05-19
39,29280,-1.0,0.0,5,0,1800,7.37,0,0.06,0.0,11,0,0.02278452855719949,2025-05-19
41,24000,-1.0,24.0,4,0,2000,7.75,1,0.08,0.0,17,0,0.04865753536447199,2025-05-19
36,29500,-1.0,4.0,5,1,1250,11.83,0,0.04,0.0,15,0,0.06276399491750322,2025-05-19
44,25209,-1.0,6.0,3,2,2000,0.0,0,0.08,0.0,13,0,0.289748527221145,2025-05-19
37,26500,-1.0,11.0,1,2,2000,13.16,0,0.08,0.0,16,0,0.44499824596373744,2025-05-19
39,28500,-1.0,1.0,5,1,2000,0.0,0,0.07,0.0,14,0,0.07257956766515947,2025-05-19
39,29894,-1.0,23.0,2,1,8000,9.63,0,0.27,0.0,17,1,0.5160525096925852,2025-05-19
48,30000,-1.0,21.0,2,1,2100,12.42,0,0.07,0.0,14,0,0.1647904934063168,2025-05-19
44,102000,-1.0,9.0,3,0,15000,8.94,0,0.15,0.0,12,0,0.03697171418754815,2025-05-19
46,102000,-1.0,0.0,4,2,15000,13.22,0,0.15,0.0,17,0,0.21988246603772002,2025-05-19
44,108000,-1.0,2.0,3,2,15000,13.57,0,0.14,0.0,12,0,0.21542014467227438,2025-05-19
37,30000,-1.0,13.0,1,3,4800,16.29,0,0.16,0.0,11,1,0.7812589691053784,2025-05-19
36,120000,-1.0,4.0,2,2,15000,12.99,0,0.13,0.0,15,0,0.2590573614235363,2025-05-19
36,122000,-1.0,2.0,2,0,15000,0.0,0,0.12,0.0,17,0,0.03786078336564206,2025-05-19
39,30000,-1.0,4.0,1,0,10375,8.9,0,0.35,0.0,13,0,0.4186458715728353,2025-05-19
38,225000,-1.0,16.0,1,3,15000,15.62,0,0.07,0.0,17,0,0.44122901367513806,2025-05-19
37,528000,-1.0,4.0,5,3,15000,0.0,0,0.03,0.0,12,0,0.12001930473741078,2025-05-19
37,63000,-1.0,1.0,0,0,14900,9.63,0,0.24,0.0,13,0,0.17013634635780664,2025-05-19
37,48000,-1.0,0.0,0,1,14725,0.0,1,0.31,0.0,11,1,0.5189646645975974,2025-05-19
36,30123,-1.0,5.0,3,2,2000,14.26,0,0.07,0.0,12,0,0.2691229865486229,2025-05-19
41,32496,-1.0,4.0,1,1,2000,10.99,1,0.06,0.0,12,0,0.16127364356792795,2025-05-19
48,32500,-1.0,0.0,5,3,2000,17.27,1,0.06,0.0,16,0,0.4016533507062599,2025-05-19
38,33000,-1.0,2.0,5,3,2000,16.89,1,0.06,0.0,14,0,0.3802155601093027,2025-05-19
45,30000,-1.0,5.0,3,2,1000,15.23,0,0.03,0.0,11,0,0.20714267987255242,2025-05-19
43,60000,-1.0,5.0,0,1,2000,12.53,0,0.03,0.0,17,0,0.1806178061503982,2025-05-19
44,65000,-1.0,16.0,3,0,2000,7.9,0,0.03,0.0,14,0,0.032903016233689276,2025-05-19
43,69000,-1.0,0.0,0,0,2000,8.9,0,0.03,0.0,17,0,0.06935127877084173,2025-05-19
37,30000,-1.0,15.0,2,0,8000,0.0,0,0.27,0.0,17,0,0.25610024510331514,2025-05-19
43,85000,-1.0,2.0,4,0,2000,6.62,0,0.02,0.0,14,0,0.02155862075129154,2025-05-19
36,372000,-1.0,4.0,0,4,2000,0.0,1,0.01,0.0,14,1,0.7678592294175859,2025-05-19
40,30000,-1.0,4.0,2,2,5000,13.43,0,0.17,0.0,11,1,0.5042054328603026,2025-05-19
38,34800,-1.0,1.0,0,2,2100,14.72,0,0.06,0.0,13,0,0.4175435495753405,2025-05-19
38,9732,-1.0,9.0,1,0,2200,9.63,1,0.23,0.0,17,0,0.31885603658933903,2025-05-19
39,34000,-1.0,1.0,2,3,14000,17.58,1,0.41,0.0,16,1,0.9533284814842288,2025-05-19
38,30000,-1.0,2.0,0,2,2200,0.0,0,0.07,0.0,11,0,0.4087062937589124,2025-05-19
36,54000,-1.0,2.0,2,2,2225,10.59,1,0.04,0.0,14,0,0.26191190945503534,2025-05-19
36,52500,-1.0,4.0,2,0,2250,5.42,0,0.04,0.0,14,0,0.041634006157179757,2025-05-19
39,30000,-1.0,3.0,0,2,2300,14.79,0,0.08,0.0,15,0,0.4858538832422786,2025-05-19
46,30000,-1.0,13.0,5,0,3050,7.88,0,0.1,0.0,14,0,0.03734255794367011,2025-05-19
38,22000,-1.0,2.0,0,2,2350,14.17,0,0.11,0.0,16,1,0.5684562743885441,2025-05-19
37,40080,-1.0,7.0,3,0,2350,7.88,0,0.06,0.0,12,0,0.03799423628341399,2025-05-19
40,15864,-1.0,4.0,3,1,2375,11.11,0,0.15,0.0,12,0,0.2222816828321804,2025-05-19
36,13440,-1.0,2.0,1,3,2400,17.49,1,0.18,0.0,11,1,0.8341938001968583,2025-05-19
37,14000,-1.0,0.0,0,1,2400,0.0,1,0.17,0.0,11,0,0.3997364691953188,2025-05-19
49,15000,-1.0,6.0,1,1,2400,9.91,1,0.16,0.0,17,0,0.39179030872412074,2025-05-19
39,30000,-1.0,14.0,3,3,7200,14.96,1,0.24,0.0,11,1,0.804310953447933,2025-05-19
36,21996,-1.0,3.0,4,3,2400,14.11,0,0.11,0.0,11,1,0.5319686361830201,2025-05-19
37,24500,-1.0,0.0,4,1,2400,11.71,0,0.1,0.0,11,0,0.11067463757854337,2025-05-19
39,32280,-1.0,22.0,4,1,2400,8.88,0,0.07,0.0,17,0,0.11148953886337892,2025-05-19
47,30000,-1.0,1.0,1,2,8000,0.0,0,0.27,0.0,17,1,0.7732942261462056,2025-05-19
40,35000,-1.0,17.0,1,0,2400,0.0,0,0.07,0.0,16,0,0.07856333622743149,2025-05-19
36,32000,-1.0,2.0,3,4,2400,18.79,1,0.07,0.0,14,1,0.7562614224065197,2025-05-19
36,38568,-1.0,7.0,4,4,2400,18.39,0,0.06,0.0,12,1,0.6744057004688826,2025-05-19
37,45000,-1.0,2.0,5,1,2400,9.91,0,0.05,0.0,16,0,0.0647050121556675,2025-05-19
36,57110,-1.0,5.0,1,1,2400,10.0,0,0.04,0.0,15,0,0.14271726549306404,2025-05-19
36,60000,-1.0,2.0,4,0,2400,5.79,0,0.04,0.0,17,0,0.02787637601559382,2025-05-19
37,100000,-1.0,0.0,0,1,2400,9.99,0,0.02,0.0,16,0,0.14958014057607955,2025-05-19
38,30000,-1.0,8.0,4,2,10000,11.22,0,0.33,0.0,17,1,0.7305443441432123,2025-05-19
44,30160,-1.0,4.0,4,2,7500,0.0,0,0.25,0.0,16,1,0.5686316854770537,2025-05-19
37,30480,-1.0,1.0,3,1,1200,11.99,0,0.04,0.0,15,0,0.0989869193257425,2025-05-19
44,100000,-1.0,5.0,1,0,13500,8.9,0,0.14,0.0,17,0,0.07022158850814324,2025-05-19
39,201000,-1.0,6.0,5,1,13500,11.49,0,0.07,0.0,14,0,0.0328584024692657,2025-05-19
36,33481,-1.0,9.0,3,4,13475,15.68,1,0.4,0.0,15,1,0.9766476890127307,2025-05-19
39,62692,-1.0,9.0,5,1,13200,9.88,0,0.21,0.0,11,0,0.1189836805469428,2025-05-19
42,31000,-1.0,5.0,5,1,7200,11.99,0,0.23,0.0,17,0,0.24746612907371218,2025-05-19
40,63000,-1.0,2.0,2,1,13050,11.48,0,0.21,0.0,15,0,0.24652354632475945,2025-05-19
42,36000,-1.0,8.0,3,2,13000,12.73,1,0.36,0.0,16,1,0.7867582950265485,2025-05-19
42,38400,-1.0,4.0,3,1,13000,0.0,1,0.34,0.0,11,0,0.4500574994488415,2025-05-19
38,31200,-1.0,6.0,5,2,5850,13.49,0,0.19,0.0,11,0,0.3561118502390798,2025-05-19
37,31200,-1.0,5.0,1,1,3000,9.99,0,0.1,0.0,16,0,0.23515387355958045,2025-05-19
45,22178,-1.0,3.0,5,0,2500,5.99,0,0.11,0.0,11,0,0.036551557540325345,2025-05-19
42,26568,-1.0,6.0,4,1,2500,10.37,0,0.09,0.0,14,0,0.1140658227391896,2025-05-19
36,31000,-1.0,2.0,1,0,2500,8.9,0,0.08,0.0,13,0,0.07445398652612441,2025-05-19
42,32004,-1.0,1.0,0,0,2500,7.49,1,0.08,0.0,17,0,0.10714588235287438,2025-05-19
