person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_default,default_probability,upload_date
47,24000,2,4.0,2,3,5100,0.0,0,0.21,1,16,1,0.5219176930593068,2025-05-20
40,85000,0,5.0,2,1,18000,11.48,0,0.21,0,13,0,0.1201614254496646,2025-05-20
43,90000,0,9.0,3,2,18000,13.11,0,0.2,0,12,0,0.21345591472136008,2025-05-20
36,125000,0,0.0,2,1,18000,11.11,0,0.14,0,11,0,0.05593289937605394,2025-05-20
36,130000,0,0.0,3,1,18000,11.71,0,0.14,0,14,0,0.04893310577888526,2025-05-20
44,24000,1,5.0,1,3,5000,14.74,0,0.21,1,15,1,0.6905088114246565,2025-05-20
39,168000,0,2.0,2,4,18000,17.93,1,0.11,0,11,1,0.5092332798456264,2025-05-20
36,24000,2,2.0,0,0,1500,9.63,0,0.06,0,16,0,0.027306300595245248,2025-05-20
50,85000,0,1.0,2,2,17500,13.49,0,0.21,0,17,0,0.3208464421316529,2025-05-20
38,51000,0,3.0,2,1,17000,10.38,1,0.33,0,11,0,0.3178841962264787,2025-05-20
49,70000,0,4.0,1,1,17000,11.71,0,0.24,0,16,0,0.22742787357299774,2025-05-20
46,72194,0,8.0,4,1,17000,8.88,0,0.24,0,15,0,0.11775848740092099,2025-05-20
42,75000,0,6.0,3,0,17000,7.9,0,0.23,0,15,0,0.05052495529367438,2025-05-20
40,95000,0,0.0,4,1,17000,10.0,0,0.18,0,15,0,0.06381498933124681,2025-05-20
49,86400,0,7.0,4,0,16875,7.51,0,0.2,0,14,0,0.02930664130369138,2025-05-20
37,25000,1,8.0,5,2,10625,13.06,0,0.42,1,12,1,0.5902081310552069,2025-05-20
36,25000,2,4.0,3,0,11500,7.29,0,0.46,0,12,0,0.24575911189493135,2025-05-20
38,47000,0,4.0,0,0,16500,7.9,1,0.35,0,16,0,0.29244881423583635,2025-05-20
43,25000,2,10.0,1,1,10000,9.62,0,0.4,0,17,1,0.5400219248463017,2025-05-20
36,72000,0,5.0,5,2,16500,13.61,0,0.23,0,11,0,0.1898264807571114,2025-05-20
48,92000,0,6.0,0,1,16500,12.69,0,0.18,0,15,0,0.17106082722684746,2025-05-20
36,36000,0,7.0,4,0,16000,8.9,1,0.44,0,17,0,0.29524287236120844,2025-05-20
44,36000,0,0.0,4,1,16000,11.49,1,0.44,0,13,1,0.5065306044775686,2025-05-20
39,43680,0,9.0,3,1,16000,0.0,1,0.37,0,16,0,0.41173810411461426,2025-05-20
41,45000,0,2.0,3,2,16000,12.99,1,0.36,0,14,1,0.6314529489542763,2025-05-20
36,25000,2,0.0,2,1,3000,8.7,0,0.12,0,12,0,0.06363881087439185,2025-05-20
36,44000,0,4.0,0,2,16000,14.65,1,0.36,0,11,1,0.7665459956937394,2025-05-20
50,50000,0,1.0,4,0,16000,7.9,1,0.32,0,17,0,0.10835546917840619,2025-05-20
36,25200,2,0.0,1,2,8700,12.23,1,0.35,1,14,1,0.5973617414247683,2025-05-20
37,60000,0,21.0,0,1,16000,0.0,0,0.27,0,15,0,0.3503108145675522,2025-05-20
42,54000,0,4.0,0,2,16000,12.87,1,0.3,1,14,1,0.6119736245518105,2025-05-20
38,60000,0,0.0,5,2,16000,13.22,0,0.27,0,14,0,0.2866791071658171,2025-05-20
37,25700,2,5.0,1,3,1600,0.0,0,0.06,0,14,0,0.3097690771156342,2025-05-20
39,65000,0,4.0,2,1,16000,11.83,0,0.25,0,16,0,0.2110721740828627,2025-05-20
39,67000,0,6.0,5,1,16000,10.99,0,0.24,0,16,0,0.10248793814975936,2025-05-20
39,70000,0,8.0,3,0,16000,7.9,0,0.23,0,14,0,0.05269679079622361,2025-05-20
40,70000,0,2.0,0,1,16000,11.99,0,0.23,0,12,0,0.23625977404843537,2025-05-20
48,71004,0,5.0,4,1,16000,9.25,0,0.23,0,17,0,0.1218436141246152,2025-05-20
49,69000,0,0.0,2,3,16000,14.96,1,0.23,1,12,1,0.5516271316321161,2025-05-20
42,22000,0,4.0,0,0,1000,7.29,0,0.05,0,13,0,0.05358135579961709,2025-05-20
38,25000,0,1.0,1,0,1000,8.0,0,0.04,0,16,0,0.04146330003034112,2025-05-20
37,26000,1,2.0,3,0,6000,8.59,0,0.23,0,12,0,0.06661748572233925,2025-05-20
36,27600,0,0.0,1,1,1000,11.49,0,0.04,0,12,0,0.09647956440436574,2025-05-20
41,28800,0,2.0,1,2,1000,0.0,0,0.03,0,13,0,0.21596498932695682,2025-05-20
46,35000,0,1.0,5,0,1000,7.9,0,0.03,0,12,0,0.01244469456238826,2025-05-20
41,26400,2,1.0,4,3,10300,16.29,1,0.39,1,14,1,0.7324887849309114,2025-05-20
45,38400,0,4.0,0,2,1000,14.72,0,0.03,1,12,0,0.22827476508489108,2025-05-20
40,39960,0,0.0,1,2,1000,15.23,0,0.03,1,14,0,0.1933530352141467,2025-05-20
37,44000,0,14.0,1,0,1000,5.42,0,0.02,0,13,0,0.03210854110227368,2025-05-20
36,42000,0,21.0,2,0,1000,7.51,1,0.02,0,14,0,0.027128381074925555,2025-05-20
38,61000,0,0.0,4,1,1000,9.45,0,0.02,0,17,0,0.046346986002840956,2025-05-20
41,26400,2,4.0,0,1,6000,12.21,1,0.23,0,16,0,0.251353329503694,2025-05-20
44,26500,2,5.0,0,0,6200,6.03,0,0.23,0,16,0,0.10300526408697248,2025-05-20
45,26748,1,8.0,3,0,4000,7.88,0,0.15,0,12,0,0.03688949611743557,2025-05-20
36,26880,1,0.0,3,0,4500,7.66,0,0.17,0,11,0,0.03934520448644761,2025-05-20
36,16800,0,2.0,4,2,1200,13.06,0,0.07,0,15,0,0.17822627412503889,2025-05-20
44,17112,0,4.0,0,0,1200,7.66,0,0.07,0,14,0,0.06677837479727312,2025-05-20
39,18300,0,0.0,0,3,1200,14.74,1,0.07,1,11,1,0.5379506191930764,2025-05-20
36,19200,0,4.0,0,1,1200,9.62,0,0.06,0,14,0,0.15313462947983597,2025-05-20
36,29000,0,9.0,3,1,1200,12.42,0,0.04,0,15,0,0.06924129778189818,2025-05-20
36,27000,1,4.0,2,0,6000,7.14,0,0.22,0,15,0,0.08449962573214448,2025-05-20
41,57000,0,3.0,4,3,1200,15.99,0,0.02,1,12,0,0.2122797142080477,2025-05-20
37,85000,0,21.0,5,0,1200,8.9,0,0.01,0,13,0,0.011166310072173708,2025-05-20
45,27012,2,20.0,4,0,6000,5.99,1,0.22,0,13,0,0.03596795363780091,2025-05-20
40,27040,2,7.0,1,1,6925,9.99,0,0.26,0,15,0,0.24254838666658057,2025-05-20
39,27040,2,0.0,2,0,4800,8.59,0,0.18,0,17,0,0.0445762918585596,2025-05-20
38,37500,0,0.0,5,0,1375,6.91,0,0.04,0,11,0,0.012536228538499372,2025-05-20
38,27500,2,5.0,3,2,4700,13.92,0,0.17,0,13,0,0.19394841523731104,2025-05-20
37,26400,0,5.0,1,0,1500,6.91,0,0.06,0,17,0,0.05094748102579552,2025-05-20
41,27340,0,7.0,0,2,1500,12.99,0,0.05,1,15,0,0.27994751549880376,2025-05-20
48,29004,0,6.0,3,0,1500,7.51,0,0.05,0,15,0,0.027477629828423496,2025-05-20
42,30132,0,4.0,5,2,1500,12.98,0,0.05,1,14,0,0.09530932876488793,2025-05-20
40,30996,0,2.0,3,2,1500,13.72,1,0.05,1,14,0,0.14683515781535475,2025-05-20
50,29000,0,1.0,4,1,1500,10.39,1,0.05,0,15,0,0.05829843810239471,2025-05-20
42,35004,0,12.0,3,0,1500,7.37,0,0.04,0,12,0,0.022647457416415984,2025-05-20
41,35400,0,11.0,5,2,1500,12.87,0,0.04,1,14,0,0.0892889428931943,2025-05-20
43,28000,2,4.0,2,3,6250,0.0,1,0.22,1,13,0,0.49561588890985125,2025-05-20
41,32004,0,2.0,2,3,1500,14.74,1,0.05,0,17,0,0.4697091423431651,2025-05-20
48,33500,0,1.0,2,3,1500,14.74,1,0.04,0,11,0,0.39472624917093163,2025-05-20
36,28000,2,1.0,5,3,3075,15.62,1,0.11,1,12,0,0.1597331015313539,2025-05-20
39,39000,0,7.0,0,1,1500,10.36,1,0.04,0,16,0,0.13663137656620872,2025-05-20
40,49788,0,1.0,0,0,1500,9.32,0,0.03,0,16,0,0.04642606386446877,2025-05-20
43,51600,0,4.0,5,1,1500,11.86,0,0.03,0,11,0,0.03283323399059217,2025-05-20
45,52000,0,0.0,3,0,1500,8.94,0,0.03,0,13,0,0.020263746400711206,2025-05-20
44,28000,1,0.0,5,0,3500,8.94,0,0.13,0,12,0,0.018514238742256422,2025-05-20
48,28000,2,7.0,2,0,7500,7.74,0,0.27,0,16,0,0.08887008312859773,2025-05-20
41,55000,0,3.0,5,0,1500,5.99,0,0.03,0,15,0,0.013150192713928876,2025-05-20
41,63000,0,1.0,4,0,1500,8.0,0,0.02,0,17,0,0.01630933256549408,2025-05-20
45,74600,0,2.0,3,2,1500,13.61,0,0.02,0,13,0,0.13383984824653392,2025-05-20
38,80000,0,0.0,1,1,1500,11.49,0,0.02,0,16,0,0.08807010428682027,2025-05-20
36,89004,0,2.0,4,1,1500,11.36,0,0.02,0,14,0,0.040684890234343456,2025-05-20
40,90000,0,1.0,1,2,1500,14.27,0,0.02,1,14,0,0.17164082436079975,2025-05-20
37,28500,2,6.0,1,0,1800,6.76,0,0.06,0,12,0,0.0182998493584783,2025-05-20
42,14000,0,0.0,1,2,1700,13.16,0,0.12,1,13,0,0.35627775595542555,2025-05-20
44,27000,0,5.0,1,0,1700,6.99,0,0.06,0,15,0,0.04771390610249724,2025-05-20
39,28650,2,1.0,3,1,8000,10.37,0,0.28,0,14,0,0.16996369724880314,2025-05-20
37,44000,0,0.0,4,1,1700,10.59,1,0.04,0,17,0,0.05374142469822491,2025-05-20
41,14400,0,4.0,4,1,1800,0.0,0,0.13,0,17,0,0.12335813619731942,2025-05-20
40,19200,0,2.0,5,1,1800,11.99,0,0.09,0,13,0,0.061262836548517045,2025-05-20
37,27000,0,0.0,3,1,1800,11.36,0,0.07,0,11,0,0.07403151729515443,2025-05-20
36,45000,0,3.0,0,2,1800,14.27,0,0.04,1,15,0,0.24970133693017035,2025-05-20
36,28800,1,0.0,2,1,5375,11.11,0,0.19,0,13,0,0.1576835957800328,2025-05-20
39,44000,0,11.0,3,3,1800,14.91,1,0.04,0,17,0,0.38699594359300354,2025-05-20
37,28800,2,3.0,5,0,4000,6.54,0,0.14,0,17,0,0.015226849813529286,2025-05-20
37,50400,0,9.0,5,0,1800,8.9,0,0.04,0,11,0,0.012746935365834378,2025-05-20
37,51000,0,5.0,0,0,1800,7.51,0,0.04,0,14,0,0.04694928958583906,2025-05-20
49,28800,2,5.0,3,0,12000,0.0,0,0.42,0,16,0,0.1942492614470902,2025-05-20
36,156326,0,10.0,2,0,1800,8.0,0,0.01,0,16,0,0.023305171552218108,2025-05-20
43,11340,0,4.0,1,2,1950,0.0,1,0.17,0,11,1,0.5066393726534613,2025-05-20
42,40000,0,6.0,0,1,1950,11.86,0,0.05,0,17,0,0.15060133474114268,2025-05-20
36,90000,0,6.0,0,1,1950,12.42,0,0.02,0,15,0,0.1062962882105358,2025-05-20
39,12000,0,4.0,5,1,2000,10.65,1,0.17,0,11,0,0.12034967475555747,2025-05-20
37,29000,2,8.0,0,1,7750,0.0,0,0.27,0,16,0,0.29741398808910724,2025-05-20
48,15000,0,4.0,0,2,2000,12.84,0,0.13,1,14,0,0.452629175168565,2025-05-20
47,18000,0,4.0,1,0,2000,7.29,0,0.11,0,11,0,0.06660795426284356,2025-05-20
39,18996,0,5.0,1,0,2000,7.88,0,0.11,0,12,0,0.06802441078773855,2025-05-20
45,19200,0,0.0,5,0,2000,8.49,0,0.1,0,12,0,0.02336544396902353,2025-05-20
48,19632,0,19.0,4,2,2000,13.47,0,0.1,1,12,0,0.18238197178829915,2025-05-20
43,29004,1,3.0,3,0,5000,7.88,0,0.17,0,11,0,0.039163323973417104,2025-05-20
42,20400,0,4.0,4,5,2000,20.99,0,0.1,1,13,1,0.832954110239804,2025-05-20
46,29004,2,4.0,4,1,10000,11.58,0,0.34,0,11,0,0.1910628678454661,2025-05-20
39,24000,0,0.0,3,1,2000,10.99,0,0.08,0,11,0,0.08055483003520207,2025-05-20
39,29280,1,0.0,5,0,1800,7.37,0,0.06,0,11,0,0.009786019149466972,2025-05-20
41,24000,0,24.0,4,0,2000,7.75,1,0.08,0,17,0,0.03222559923875106,2025-05-20
36,29500,1,4.0,5,1,1250,11.83,0,0.04,0,15,0,0.027601531205130595,2025-05-20
44,25209,0,6.0,3,2,2000,0.0,0,0.08,1,13,0,0.17439684089856433,2025-05-20
37,26500,0,11.0,1,2,2000,13.16,0,0.08,1,16,0,0.29336927802501617,2025-05-20
39,28500,0,1.0,5,1,2000,0.0,0,0.07,0,14,0,0.04848070895415091,2025-05-20
39,29894,1,23.0,2,1,8000,9.63,0,0.27,0,17,0,0.31128712039818685,2025-05-20
48,30000,2,21.0,2,1,2100,12.42,0,0.07,0,14,0,0.05163601520372238,2025-05-20
44,102000,0,9.0,3,0,15000,8.94,0,0.15,0,12,0,0.024384994527872378,2025-05-20
46,102000,0,0.0,4,2,15000,13.22,0,0.15,1,17,0,0.12735764542738148,2025-05-20
44,108000,0,2.0,3,2,15000,13.57,0,0.14,0,12,0,0.15164865422141707,2025-05-20
37,30000,1,13.0,1,3,4800,16.29,0,0.16,0,11,1,0.6022088718408019,2025-05-20
36,120000,0,4.0,2,2,15000,12.99,0,0.13,1,15,0,0.15328712752006274,2025-05-20
36,122000,0,2.0,2,0,15000,0.0,0,0.12,0,17,0,0.024979238214978834,2025-05-20
39,30000,2,4.0,1,0,10375,8.9,0,0.35,0,13,0,0.1657785531112629,2025-05-20
38,225000,0,16.0,1,3,15000,15.62,0,0.07,0,17,0,0.3395397097808988,2025-05-20
37,528000,0,4.0,5,3,15000,0.0,0,0.03,0,12,0,0.08155399471119287,2025-05-20
37,63000,0,1.0,0,0,14900,9.63,0,0.24,0,13,0,0.11775831426413358,2025-05-20
37,48000,0,0.0,0,1,14725,0.0,1,0.31,0,11,0,0.41258837844913393,2025-05-20
36,30123,0,5.0,3,2,2000,14.26,0,0.07,1,12,0,0.16013124759479047,2025-05-20
41,32496,0,4.0,1,1,2000,10.99,1,0.06,0,12,0,0.11125827556211426,2025-05-20
48,32500,0,0.0,5,3,2000,17.27,1,0.06,0,16,0,0.30412075595393734,2025-05-20
38,33000,0,2.0,5,3,2000,16.89,1,0.06,0,14,0,0.28540559200313836,2025-05-20
45,30000,2,5.0,3,2,1000,15.23,0,0.03,1,11,0,0.05423070245124715,2025-05-20
43,60000,0,5.0,0,1,2000,12.53,0,0.03,0,17,0,0.12550095429197072,2025-05-20
44,65000,0,16.0,3,0,2000,7.9,0,0.03,0,14,0,0.021670282651813953,2025-05-20
43,69000,0,0.0,0,0,2000,8.9,0,0.03,0,17,0,0.046270841362091024,2025-05-20
37,30000,2,15.0,2,0,8000,0.0,0,0.27,0,17,0,0.08676034711335198,2025-05-20
43,85000,0,2.0,4,0,2000,6.62,0,0.02,0,14,0,0.01414210725434953,2025-05-20
36,372000,0,4.0,0,4,2000,0.0,1,0.01,1,14,1,0.6313673710475596,2025-05-20
40,30000,1,4.0,2,2,5000,13.43,0,0.17,1,11,0,0.2553035535049691,2025-05-20
38,34800,0,1.0,0,2,2100,14.72,0,0.06,0,13,0,0.3182043902909847,2025-05-20
38,9732,0,9.0,1,0,2200,9.63,1,0.23,0,17,0,0.23358022834268438,2025-05-20
39,34000,0,1.0,2,3,14000,17.58,1,0.41,0,16,1,0.9300628375765475,2025-05-20
38,30000,0,2.0,0,2,2200,0.0,0,0.07,1,11,0,0.2635707768099538,2025-05-20
36,54000,0,2.0,2,2,2225,10.59,1,0.04,0,14,0,0.1876694154351982,2025-05-20
36,52500,0,4.0,2,0,2250,5.42,0,0.04,0,14,0,0.027505380771307923,2025-05-20
39,30000,0,3.0,0,2,2300,14.79,0,0.08,1,15,0,0.3285446655346332,2025-05-20
46,30000,2,13.0,5,0,3050,7.88,0,0.1,0,14,0,0.010591292477278927,2025-05-20
38,22000,0,2.0,0,2,2350,14.17,0,0.11,1,16,0,0.40549524383369046,2025-05-20
37,40080,0,7.0,3,0,2350,7.88,0,0.06,0,12,0,0.025068468875962903,2025-05-20
40,15864,0,4.0,3,1,2375,11.11,0,0.15,0,12,0,0.15688511864679916,2025-05-20
36,13440,0,2.0,1,3,2400,17.49,1,0.18,1,11,1,0.7226151686824289,2025-05-20
37,14000,0,0.0,0,1,2400,0.0,1,0.17,0,11,0,0.30243407385550913,2025-05-20
49,15000,0,6.0,1,1,2400,9.91,1,0.16,0,17,0,0.29547004752828526,2025-05-20
39,30000,2,14.0,3,3,7200,14.96,1,0.24,1,11,0,0.4742585405012994,2025-05-20
36,21996,0,3.0,4,3,2400,14.11,0,0.11,0,11,0,0.42528341590318175,2025-05-20
37,24500,0,0.0,4,1,2400,11.71,0,0.1,0,11,0,0.07494914561074542,2025-05-20
39,32280,0,22.0,4,1,2400,8.88,0,0.07,0,17,0,0.0755233374124628,2025-05-20
47,30000,1,1.0,1,2,8000,0.0,0,0.27,0,17,1,0.5911365262957491,2025-05-20
40,35000,0,17.0,1,0,2400,0.0,0,0.07,0,16,0,0.05259032925103342,2025-05-20
36,32000,0,2.0,3,4,2400,18.79,1,0.07,0,14,1,0.6688792478743607,2025-05-20
36,38568,0,7.0,4,4,2400,18.39,0,0.06,1,12,1,0.5174940072622425,2025-05-20
37,45000,0,2.0,5,1,2400,9.91,0,0.05,0,16,0,0.043099263834898115,2025-05-20
36,57110,0,5.0,1,1,2400,10.0,0,0.04,0,15,0,0.09778579006693039,2025-05-20
36,60000,0,2.0,4,0,2400,5.79,0,0.04,0,17,0,0.018327162826755332,2025-05-20
37,100000,0,0.0,0,1,2400,9.99,0,0.02,0,16,0,0.1027469914586739,2025-05-20
38,30000,2,8.0,4,2,10000,11.22,0,0.33,1,17,0,0.3730557136119377,2025-05-20
44,30160,2,4.0,4,2,7500,0.0,0,0.25,0,16,0,0.26673711955166207,2025-05-20
37,30480,1,1.0,3,1,1200,11.99,0,0.04,0,15,0,0.04449458492156916,2025-05-20
44,100000,0,5.0,1,0,13500,8.9,0,0.14,0,17,0,0.04686609386018061,2025-05-20
39,201000,0,6.0,5,1,13500,11.49,0,0.07,0,14,0,0.02164055872993059,2025-05-20
36,33481,0,9.0,3,4,13475,15.68,1,0.4,1,15,1,0.955860415349595,2025-05-20
39,62692,0,9.0,5,1,13200,9.88,0,0.21,0,11,0,0.0808197969982186,2025-05-20
42,31000,2,5.0,5,1,7200,11.99,0,0.23,0,17,0,0.08319682692794034,2025-05-20
40,63000,0,2.0,2,1,13050,11.48,0,0.21,0,15,0,0.17560528019595997,2025-05-20
42,36000,0,8.0,3,2,13000,12.73,1,0.36,1,16,1,0.6564062009019692,2025-05-20
42,38400,0,4.0,3,1,13000,0.0,1,0.34,0,11,0,0.3475992432718198,2025-05-20
38,31200,2,6.0,5,2,5850,13.49,0,0.19,1,11,0,0.1082448155001218,2025-05-20
37,31200,2,5.0,1,1,3000,9.99,0,0.1,0,16,0,0.07820812654777883,2025-05-20
45,22178,0,3.0,5,0,2500,5.99,0,0.11,0,11,0,0.024104296577659907,2025-05-20
42,26568,0,6.0,4,1,2500,10.37,0,0.09,0,14,0,0.0773408632789118,2025-05-20
36,31000,0,2.0,1,0,2500,8.9,0,0.08,0,13,0,0.04976615458149153,2025-05-20
42,32004,0,1.0,0,0,2500,7.49,1,0.08,0,17,0,0.07246664626888442,2025-05-20
36,36000,0,3.0,1,1,2500,9.76,0,0.07,0,15,0,0.12681537804477622,2025-05-20
36,32000,2,7.0,1,1,5300,10.65,0,0.17,0,13,0,0.11698018996269852,2025-05-20
41,32000,2,2.0,4,2,6000,0.0,0,0.19,0,12,0,0.15763400339079123,2025-05-20
47,48000,0,14.0,3,2,2500,14.65,0,0.05,1,17,0,0.16130601318268142,2025-05-20
37,48000,0,0.0,4,1,2500,9.62,0,0.05,0,12,0,0.04687751316529362,2025-05-20
36,32000,2,6.0,0,1,12000,10.37,0,0.38,0,11,0,0.44963195850933624,2025-05-20
36,32000,2,9.0,1,1,5000,8.88,0,0.16,0,13,0,0.10918630531004522,2025-05-20
39,59000,0,0.0,4,5,2500,18.78,1,0.04,0,13,1,0.7570371559761482,2025-05-20
36,60072,0,14.0,2,1,2500,11.49,1,0.04,0,16,0,0.08363011116220553,2025-05-20
39,68000,0,0.0,2,0,2500,7.88,0,0.04,0,12,0,0.025099041612550756,2025-05-20
47,72000,0,5.0,5,3,2500,15.05,0,0.03,0,11,0,0.2062922614167829,2025-05-20
38,80000,0,9.0,4,1,2500,10.99,0,0.03,0,13,0,0.04181557666556602,2025-05-20
44,117300,0,3.0,3,0,2500,7.29,1,0.02,0,11,0,0.015795170595525238,2025-05-20
40,24000,0,2.0,3,0,2800,7.88,0,0.12,0,14,0,0.046528389730662846,2025-05-20
41,19200,0,2.0,3,3,2950,16.49,1,0.15,1,12,1,0.5365177766475621,2025-05-20
36,10800,0,0.0,5,4,3000,16.77,1,0.28,0,11,1,0.8999082691472703,2025-05-20
48,32304,2,22.0,3,1,15000,9.63,0,0.46,0,17,0,0.4899891773973584,2025-05-20
37,14400,0,4.0,5,2,3000,13.61,1,0.21,0,17,0,0.4043276283881191,2025-05-20
37,32400,1,0.0,2,3,8000,15.99,0,0.25,0,11,1,0.6849821501884749,2025-05-20
37,17520,0,1.0,5,0,3000,0.0,1,0.17,0,16,0,0.04754083428688773,2025-05-20
36,32400,2,20.0,4,3,6600,13.24,0,0.2,1,11,0,0.33038374800866754,2025-05-20
38,18000,0,4.0,1,2,3000,13.23,1,0.17,1,14,0,0.4672502589810514,2025-05-20
36,32642,2,18.0,0,1,8500,11.49,0,0.26,0,12,0,0.255864889375553,2025-05-20
41,21000,0,0.0,3,1,3000,0.0,0,0.14,0,15,0,0.14278043980178823,2025-05-20
40,21600,0,2.0,2,3,3000,14.09,1,0.14,1,13,1,0.5776651315147471,2025-05-20
37,21600,0,7.0,3,1,3000,12.18,0,0.14,0,16,0,0.15735729569518703,2025-05-20
