person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_default,default_probability,upload_date
22,65000,0,4.0,1,3,34000,17.58,1,0.52,0,4,1,0.8756972268946073,2025/05/20
24,10980,1,0.0,4,0,1500,7.29,0,0.14,0,3,0,0.0209849509318156,2025/05/20
22,80000,0,3.0,4,3,33950,14.54,1,0.42,1,4,0,0.4802312010477782,2025/05/20
24,67746,0,8.0,2,2,33000,12.68,1,0.49,0,3,1,0.59713310965951,2025/05/20
21,11000,2,3.0,5,4,4575,17.74,1,0.42,1,3,1,0.8931258691257827,2025/05/20
23,11000,1,0.0,4,0,1400,9.32,0,0.13,0,3,0,0.0192309504978398,2025/05/20
24,65000,0,6.0,2,1,32500,9.99,1,0.5,0,3,0,0.3708193981721334,2025/05/20
21,11389,3,5.0,1,2,4000,12.84,1,0.35,1,2,0,0.4721364988177744,2025/05/20
21,11520,1,5.0,3,1,2000,11.12,1,0.17,0,3,0,0.0958831221883551,2025/05/20
25,120000,0,2.0,5,0,32000,6.62,0,0.27,0,2,0,0.0087141472658526,2025/05/20
26,95000,0,7.0,2,2,31050,14.17,1,0.33,1,3,0,0.2090338062898271,2025/05/20
25,306000,0,2.0,0,2,24250,13.85,0,0.08,0,3,0,0.0631541462900032,2025/05/20
26,300000,2,10.0,3,2,7800,13.49,0,0.03,0,4,0,0.0302645114837569,2025/05/20
21,12000,1,5.0,1,0,2500,7.51,1,0.21,0,4,0,0.0839570210415554,2025/05/20
22,48000,0,1.0,1,4,30000,18.39,1,0.63,0,2,1,0.9873846616295088,2025/05/20
24,64000,0,8.0,0,3,30000,14.54,1,0.47,1,3,1,0.8514303087449403,2025/05/20
25,75000,0,4.0,2,3,30000,16.89,1,0.4,1,4,1,0.6338084865134557,2025/05/20
23,71500,0,3.0,0,3,30000,0.0,1,0.42,0,4,1,0.8025205521196696,2025/05/20
26,62050,0,6.0,3,4,30000,17.99,1,0.41,0,2,1,0.8346104209023824,2025/05/20
24,12000,1,4.0,5,1,2500,12.69,1,0.21,0,3,0,0.0860475180634816,2025/05/20
26,300000,2,10.0,5,0,20000,7.88,0,0.07,0,4,0,0.0013349846415907,2025/05/20
23,300000,1,1.0,1,5,24250,19.41,0,0.08,1,2,0,0.3776810567212432,2025/05/20
26,300000,1,9.0,2,1,10000,10.38,0,0.03,0,4,0,0.017648107269479,2025/05/20
26,300000,2,0.0,1,3,25000,15.33,0,0.08,0,3,0,0.0561126295481289,2025/05/20
25,300000,2,9.0,2,4,18000,16.45,0,0.06,0,3,0,0.161735430941246,2025/05/20
26,80690,0,8.0,4,0,30000,7.49,1,0.37,0,3,0,0.0384647760560016,2025/05/20
22,66300,0,4.0,3,1,30000,12.69,1,0.38,0,3,0,0.1385282291075148,2025/05/20
26,89028,0,0.0,0,0,30000,6.62,1,0.34,0,3,0,0.0712752395981962,2025/05/20
24,78000,0,4.0,0,3,30000,0.0,1,0.38,1,4,1,0.6829254467632756,2025/05/20
23,78000,0,7.0,0,5,30000,18.62,1,0.38,1,3,1,0.9484148481196474,2025/05/20
23,92004,0,6.0,4,2,30000,15.23,1,0.33,1,3,0,0.1468247091096094,2025/05/20
23,97000,0,7.0,5,1,30000,10.65,1,0.31,0,2,0,0.0438090205682402,2025/05/20
25,120000,0,9.0,1,0,30000,7.9,0,0.25,0,4,0,0.0249300809748852,2025/05/20
26,280000,0,4.0,4,2,10000,15.96,0,0.04,1,3,0,0.0387703128368758,2025/05/20
26,277104,0,0.0,5,1,20000,11.48,0,0.07,0,3,0,0.0082896937901951,2025/05/20
23,277000,1,3.0,4,0,35000,0.0,0,0.13,0,4,0,0.0014117378060555,2025/05/20
25,128000,0,9.0,4,0,30000,7.29,0,0.23,0,4,0,0.0096554070019422,2025/05/20
24,12000,1,2.0,5,4,1750,0.0,0,0.15,1,3,0,0.477312717038547,2025/05/20
21,131000,0,0.0,5,0,30000,5.99,0,0.23,0,4,0,0.0070802473790174,2025/05/20
22,275000,1,6.0,5,1,12000,11.58,0,0.04,0,2,0,0.0072736280996685,2025/05/20
26,263000,2,0.0,1,1,10000,0.0,1,0.04,0,4,0,0.0150445274931914,2025/05/20
25,221850,2,9.0,3,3,25000,15.7,1,0.1,0,2,0,0.0429201728355061,2025/05/20
22,70000,0,6.0,1,3,29100,15.99,1,0.42,0,3,1,0.7804138620981268,2025/05/20
22,12000,2,7.0,1,3,1500,14.84,0,0.13,1,3,0,0.3410514628051214,2025/05/20
26,260000,1,10.0,2,1,28000,10.99,0,0.11,0,3,0,0.0097534593655397,2025/05/20
25,259000,2,9.0,2,3,20000,14.42,0,0.08,1,2,0,0.0517599998334283,2025/05/20
24,255000,2,9.0,1,0,9600,6.99,0,0.04,0,2,0,0.0055193305679296,2025/05/20
25,250000,0,2.0,3,2,25000,13.49,0,0.1,0,4,0,0.0368281191755809,2025/05/20
25,12000,1,0.0,3,2,3000,0.0,1,0.25,0,3,0,0.3735885068830059,2025/05/20
22,56950,0,6.0,3,0,28000,0.0,1,0.49,0,2,0,0.159696107296833,2025/05/20
21,12000,1,6.0,1,2,3000,13.61,1,0.25,1,3,0,0.4592679917362567,2025/05/20
23,65000,0,2.0,1,0,28000,7.9,1,0.43,0,2,0,0.146784316164767,2025/05/20
26,85000,0,2.0,5,0,28000,7.49,1,0.33,0,3,0,0.0228061854520131,2025/05/20
26,12000,1,2.0,1,0,6100,7.51,1,0.51,0,3,1,0.5960317081791776,2025/05/20
22,88000,0,6.0,5,1,28000,9.91,1,0.32,0,3,0,0.0574208355689248,2025/05/20
21,12000,1,0.0,4,2,4200,13.48,1,0.35,1,4,1,0.506713113940429,2025/05/20
22,12000,1,6.0,0,0,4750,7.14,1,0.4,0,2,0,0.3969340328944685,2025/05/20
24,83004,0,0.0,5,3,28000,15.99,1,0.34,1,4,0,0.3325825677561216,2025/05/20
24,250000,0,2.0,1,2,18000,12.98,0,0.07,1,3,0,0.057564429764077,2025/05/20
144,250000,0,4.0,5,2,4800,13.57,0,0.02,0,3,0,0.0610583445297132,2025/05/20
25,100000,0,5.0,0,1,28000,12.69,0,0.28,0,3,0,0.1256630304907696,2025/05/20
26,110000,0,10.0,1,0,28000,8.9,0,0.25,0,2,0,0.0273889578896013,2025/05/20
26,12000,1,0.0,0,0,2700,0.0,1,0.23,0,4,0,0.11998810438281,2025/05/20
22,108000,0,6.0,1,1,28000,0.0,1,0.26,0,4,0,0.0815477543182337,2025/05/20
23,151200,0,7.0,0,1,28000,11.11,0,0.19,0,2,0,0.0515835021492997,2025/05/20
24,69000,0,2.0,2,0,27600,0.0,1,0.4,0,2,0,0.0892579456265171,2025/05/20
21,12000,2,5.0,0,4,3250,15.68,1,0.27,1,3,1,0.8738724370650701,2025/05/20
22,70000,0,4.0,1,2,27500,13.06,1,0.39,1,3,0,0.4472680647989956,2025/05/20
22,240000,1,6.0,4,1,25000,0.0,0,0.1,0,2,0,0.0060224154254401,2025/05/20
26,73200,0,5.0,5,3,27050,15.62,1,0.37,1,2,0,0.4120407047212618,2025/05/20
24,83000,0,5.0,4,2,27000,13.49,1,0.33,1,2,0,0.1720144157275197,2025/05/20
24,73399,0,0.0,5,3,27000,0.0,1,0.37,0,3,0,0.4536308793965239,2025/05/20
23,62500,0,7.0,3,1,26000,11.71,1,0.42,0,2,0,0.2449790759331221,2025/05/20
23,120000,0,1.0,1,1,25600,12.69,0,0.21,0,3,0,0.0598683743619711,2025/05/20
24,12360,1,2.0,3,2,1600,13.57,0,0.13,0,3,0,0.1709147326360305,2025/05/20
22,60000,0,0.0,5,1,25475,10.99,1,0.42,0,3,0,0.1691030888813912,2025/05/20
25,234000,2,3.0,3,2,20000,14.27,0,0.09,1,4,0,0.0170345161175018,2025/05/20
24,234000,1,8.0,2,1,20000,8.88,0,0.09,0,4,0,0.0149193774135396,2025/05/20
26,234000,2,10.0,2,1,21600,12.18,0,0.09,0,3,0,0.0085771632431709,2025/05/20
25,221004,2,6.0,0,3,11900,14.42,1,0.05,1,3,0,0.1130756210452795,2025/05/20
26,232500,2,0.0,3,2,25000,14.17,0,0.11,1,2,0,0.0130864540132618,2025/05/20
25,230000,2,5.0,3,2,35000,13.99,0,0.15,0,4,0,0.0125411296863507,2025/05/20
23,83000,0,7.0,1,1,25300,10.99,1,0.3,0,3,0,0.1448104746386626,2025/05/20
22,12600,2,3.0,4,0,2000,5.42,1,0.16,0,4,0,0.0168391480521756,2025/05/20
25,12600,1,3.0,4,2,1750,13.61,0,0.14,0,3,0,0.1504264616727354,2025/05/20
21,42500,0,3.0,1,2,25000,12.73,1,0.59,1,3,1,0.8850246217546285,2025/05/20
24,41000,0,2.0,2,3,25000,0.0,1,0.61,0,3,1,0.9613690881859936,2025/05/20
25,12816,1,0.0,0,2,3000,12.87,1,0.23,1,4,0,0.4737548694946091,2025/05/20
24,12960,2,1.0,2,1,3650,9.91,1,0.28,0,3,0,0.1927730529199345,2025/05/20
26,226000,2,4.0,2,1,20000,11.49,0,0.09,0,4,0,0.0097403386090651,2025/05/20
25,225000,2,0.0,2,4,30000,19.91,0,0.13,1,2,0,0.1047436891964153,2025/05/20
26,213000,2,6.0,1,1,35000,10.65,1,0.16,0,2,0,0.0075351070595684,2025/05/20
24,225000,0,0.0,3,1,6000,0.0,0,0.03,0,4,0,0.0260889533153623,2025/05/20
24,12960,2,0.0,0,1,4500,11.83,1,0.35,0,4,0,0.441944325094929,2025/05/20
23,12996,1,0.0,0,2,2400,13.49,1,0.18,1,2,0,0.3431948699058681,2025/05/20
22,42000,0,6.0,3,3,25000,14.59,1,0.6,1,2,1,0.935467550111568,2025/05/20
26,48000,0,2.0,1,1,25000,9.64,1,0.52,0,4,1,0.6305391092530008,2025/05/20
25,12996,1,1.0,3,3,3600,14.59,1,0.28,0,3,1,0.7023292708448914,2025/05/20
22,12996,1,1.0,1,1,4750,0.0,1,0.37,0,3,1,0.5106878210094523,2025/05/20
25,42360,0,1.0,1,4,25000,16.35,1,0.59,1,3,1,0.9843725069774876,2025/05/20
21,49000,0,4.0,1,1,25000,10.99,1,0.51,0,2,1,0.5895210487576101,2025/05/20
25,225000,2,0.0,5,5,25000,18.67,0,0.11,0,2,0,0.1899041032124967,2025/05/20
26,225000,0,1.0,1,0,3000,9.32,0,0.01,0,4,0,0.0166099194047727,2025/05/20
23,225000,0,8.0,0,0,7500,8.63,0,0.03,0,2,0,0.017607148855008,2025/05/20
26,225000,2,2.0,5,1,25000,10.08,0,0.11,0,2,0,0.0035153181092472,2025/05/20
22,49464,0,5.0,4,1,25000,11.83,1,0.51,0,3,0,0.414608683812438,2025/05/20
23,50000,0,1.0,0,0,25000,7.9,1,0.5,0,3,0,0.3728438929813101,2025/05/20
25,50000,0,4.0,2,0,25000,5.99,1,0.5,0,2,0,0.2597704571382367,2025/05/20
24,44000,0,2.0,0,3,25000,15.33,1,0.57,0,2,1,0.9656384812263512,2025/05/20
23,50000,0,1.0,5,1,25000,11.83,1,0.5,0,4,0,0.3360532199727051,2025/05/20
22,50004,0,0.0,5,1,25000,10.36,1,0.5,0,2,0,0.3171021649610755,2025/05/20
22,50004,0,3.0,5,2,25000,12.23,1,0.5,0,3,1,0.5829531594393107,2025/05/20
22,52000,0,2.0,1,1,25000,11.11,1,0.48,0,4,1,0.5292868551994668,2025/05/20
23,13200,1,3.0,0,0,4950,7.9,1,0.38,0,4,0,0.35955328272296,2025/05/20
24,220000,2,1.0,1,1,25000,11.58,0,0.11,0,2,0,0.0095219049900331,2025/05/20
23,216000,2,5.0,0,0,21000,8.9,0,0.1,0,3,0,0.0055643069178644,2025/05/20
25,216000,2,2.0,1,3,25000,16.07,0,0.12,0,3,0,0.083786164815066,2025/05/20
26,216000,2,10.0,1,2,20000,14.22,0,0.09,1,2,0,0.0269689740444879,2025/05/20
23,215000,2,7.0,3,2,35000,14.79,0,0.16,1,3,0,0.0107889403569588,2025/05/20
26,215000,2,11.0,1,0,12000,7.88,0,0.06,0,2,0,0.0057552360405807,2025/05/20
23,52000,0,1.0,4,2,25000,13.22,1,0.48,0,2,1,0.58435998654693,2025/05/20
26,46000,0,2.0,0,3,25000,11.86,1,0.54,0,4,1,0.9563918079476535,2025/05/20
22,53000,0,5.0,1,2,25000,13.43,1,0.47,1,4,1,0.7011857906077292,2025/05/20
26,47000,0,0.0,2,3,25000,15.28,1,0.53,1,2,1,0.8989742157279722,2025/05/20
23,47000,0,1.0,5,4,25000,17.93,1,0.53,0,2,1,0.937744830730864,2025/05/20
23,13200,2,2.0,1,1,1400,9.25,0,0.11,0,4,0,0.0615179971880122,2025/05/20
21,13200,1,0.0,5,2,4500,12.98,1,0.34,0,4,0,0.4689214669517831,2025/05/20
22,210000,2,6.0,5,1,16000,10.62,0,0.08,0,4,0,0.0056486926808976,2025/05/20
26,210000,1,10.0,4,1,22000,11.83,0,0.1,0,4,0,0.0088792938824002,2025/05/20
26,48000,0,5.0,5,5,25000,18.43,1,0.52,0,2,1,0.9754384076018168,2025/05/20
22,54996,0,6.0,1,1,25000,0.0,1,0.45,0,4,0,0.4447393186376197,2025/05/20
24,55000,0,4.0,2,3,25000,0.0,1,0.45,1,4,1,0.7987344703031167,2025/05/20
23,55000,0,4.0,1,1,25000,11.36,1,0.45,0,3,0,0.4464567155308692,2025/05/20
23,55000,0,4.0,1,3,25000,15.65,1,0.45,1,3,1,0.8403063421804566,2025/05/20
24,55164,0,8.0,4,2,25000,13.22,1,0.45,1,4,0,0.477845225258627,2025/05/20
26,56000,0,4.0,0,2,25000,12.87,1,0.45,0,2,1,0.7422348329638813,2025/05/20
24,203500,1,8.0,3,2,20000,13.04,0,0.1,0,3,0,0.0352121308989891,2025/05/20
23,190000,2,5.0,1,5,22000,17.58,1,0.12,1,3,0,0.4296623541837419,2025/05/20
23,13920,1,2.0,4,4,7750,17.04,1,0.56,0,4,1,0.9861235216869738,2025/05/20
24,60000,0,0.0,4,1,25000,10.99,1,0.42,0,3,0,0.2144450998258359,2025/05/20
24,60000,0,2.0,4,1,25000,11.11,1,0.42,0,3,0,0.2162200518954513,2025/05/20
26,54000,0,7.0,0,3,25000,14.83,1,0.46,1,2,1,0.880629979969063,2025/05/20
23,14000,1,2.0,0,3,4000,0.0,1,0.29,0,3,1,0.8347617897555283,2025/05/20
24,200000,0,8.0,3,1,12000,12.69,0,0.06,0,2,0,0.022949457052142,2025/05/20
24,200000,2,8.0,2,2,12000,13.49,0,0.06,0,2,0,0.0351662162867178,2025/05/20
21,200000,2,5.0,1,2,16000,14.65,0,0.08,0,4,0,0.0426497656308376,2025/05/20
25,54000,0,3.0,2,4,25000,16.82,1,0.46,0,4,1,0.9440457649536572,2025/05/20
23,60000,0,3.0,4,2,25000,12.73,1,0.42,0,3,0,0.4413859786208433,2025/05/20
23,60000,0,7.0,4,1,25000,10.25,1,0.42,0,4,0,0.2256043573098976,2025/05/20
21,60000,0,6.0,1,1,25000,10.99,1,0.42,0,4,0,0.3808367019792579,2025/05/20
25,61959,0,9.0,3,2,25000,12.73,1,0.4,0,2,0,0.4522418697193129,2025/05/20
22,56400,0,2.0,2,3,25000,14.96,1,0.44,1,3,1,0.7841616634100212,2025/05/20
23,200000,2,7.0,1,0,28000,0.0,0,0.14,0,2,0,0.0035628684748953,2025/05/20
21,200000,2,2.0,0,2,25000,13.99,0,0.13,0,2,0,0.0417075337197011,2025/05/20
24,200000,2,3.0,5,0,24000,7.49,0,0.12,0,4,0,0.00158387576162,2025/05/20
26,200000,2,4.0,1,2,15000,14.79,0,0.07,0,3,0,0.0405518272025337,2025/05/20
25,200000,2,2.0,0,1,15500,11.99,0,0.08,0,2,0,0.0188566064799063,2025/05/20
24,200000,0,8.0,1,0,10000,8.49,0,0.05,0,4,0,0.0149914970012947,2025/05/20
24,66000,0,3.0,1,1,25000,9.91,1,0.38,0,2,0,0.2722225401679066,2025/05/20
22,66000,0,6.0,1,2,25000,13.06,1,0.38,1,3,0,0.472546137883521,2025/05/20
22,200000,2,6.0,0,0,9000,6.17,0,0.04,0,4,0,0.0078221928095759,2025/05/20
144,200000,2,4.0,1,1,6000,11.86,0,0.03,0,2,0,0.0251371842707644,2025/05/20
25,200000,0,5.0,1,3,18000,16.32,0,0.09,0,3,0,0.2174260394241979,2025/05/20
25,200000,2,2.0,5,1,12000,10.38,0,0.06,0,2,0,0.0057662287486585,2025/05/20
25,200000,2,9.0,4,2,23050,14.35,0,0.12,0,3,0,0.0178370858875894,2025/05/20
24,200000,2,8.0,0,1,20000,0.0,0,0.1,0,3,0,0.0165339809647956,2025/05/20
24,60000,0,2.0,0,4,25000,0.0,1,0.42,1,2,1,0.9263435940891104,2025/05/20
21,14400,1,0.0,2,1,3000,0.0,1,0.21,0,4,0,0.1550173094471249,2025/05/20
26,66996,0,10.0,4,3,25000,15.21,1,0.37,1,2,1,0.5197862977809887,2025/05/20
23,67000,0,3.0,1,0,25000,7.9,1,0.37,0,4,0,0.1121556895902934,2025/05/20
24,67000,0,2.0,5,1,25000,10.99,1,0.37,0,3,0,0.1133935719023505,2025/05/20
24,68000,0,5.0,4,3,25000,14.09,1,0.37,1,3,1,0.5199872315797132,2025/05/20
25,69000,0,9.0,4,3,25000,17.49,1,0.36,0,2,1,0.5516356381769831,2025/05/20
25,200000,2,0.0,1,1,12000,11.48,0,0.06,0,3,0,0.0160898550131835,2025/05/20
26,188000,2,10.0,5,4,20000,17.74,1,0.11,0,2,0,0.1138034048459901,2025/05/20
26,200000,2,4.0,4,2,3000,13.92,0,0.01,0,3,0,0.0264246988352727,2025/05/20
25,69996,0,9.0,1,3,25000,15.21,1,0.36,0,3,1,0.728570881200033,2025/05/20
22,14400,1,2.0,3,1,4000,10.99,1,0.28,0,3,0,0.2180279356653518,2025/05/20
24,70000,0,3.0,1,1,25000,11.86,1,0.36,0,4,0,0.2479690642528806,2025/05/20
24,14400,1,5.0,4,0,6000,7.49,1,0.42,0,3,0,0.2180304317574541,2025/05/20
24,56100,0,7.0,3,3,25000,16.49,1,0.38,0,4,1,0.6728918837484702,2025/05/20
25,66000,0,9.0,5,3,25000,15.33,1,0.38,1,2,0,0.4810106464756268,2025/05/20
26,66000,0,3.0,2,1,25000,11.58,1,0.38,0,4,0,0.2404739703811456,2025/05/20
25,14400,1,7.0,1,0,5375,5.79,1,0.37,0,2,0,0.2647591283227509,2025/05/20
25,72612,0,9.0,3,2,25000,13.11,1,0.34,0,2,0,0.3078417640417376,2025/05/20
23,74000,0,3.0,3,1,25000,10.36,1,0.34,0,3,0,0.1341890938019909,2025/05/20
25,75000,0,9.0,0,1,25000,10.36,1,0.33,0,2,0,0.2289335004924713,2025/05/20
24,192000,0,0.0,3,2,22000,0.0,0,0.11,1,2,0,0.0357218149683851,2025/05/20
21,192000,2,123.0,5,0,20000,6.54,0,0.1,0,4,0,0.0031593216643519,2025/05/20
25,191000,2,1.0,3,1,10000,12.53,0,0.05,0,4,0,0.0108014471951175,2025/05/20
26,190300,2,5.0,4,0,15000,0.0,0,0.08,0,3,0,0.002573197092972,2025/05/20
22,190000,2,3.0,5,2,10000,0.0,0,0.05,0,3,0,0.0168457972801579,2025/05/20
24,75000,0,4.0,1,1,25000,10.25,1,0.33,0,4,0,0.1943888296371492,2025/05/20
22,71000,0,1.0,1,3,25000,15.95,1,0.35,1,4,1,0.6562460928057287,2025/05/20
26,190000,2,3.0,5,1,20000,12.18,0,0.11,0,4,0,0.0056616234285086,2025/05/20
23,189996,1,0.0,4,1,24000,11.83,0,0.13,0,3,0,0.0094404926958429,2025/05/20
23,78000,0,7.0,0,2,25000,0.0,1,0.32,1,2,0,0.3623436878868387,2025/05/20
23,78000,0,1.0,5,1,25000,10.62,1,0.32,0,3,0,0.0702484838257337,2025/05/20
23,78504,0,7.0,5,1,25000,10.74,1,0.32,0,3,0,0.0722607316335587,2025/05/20
25,186000,1,9.0,5,1,10000,10.25,0,0.05,0,4,0,0.0103468889235673,2025/05/20
24,185000,2,3.0,1,1,35000,12.42,0,0.19,0,2,0,0.0101415922073727,2025/05/20
25,185000,0,6.0,5,2,15000,15.27,0,0.08,0,2,0,0.0379365105514961,2025/05/20
24,62050,0,8.0,3,3,25000,15.33,1,0.34,1,2,1,0.5016594900475843,2025/05/20
23,79416,0,7.0,5,3,25000,15.21,1,0.31,1,2,0,0.3067180722197961,2025/05/20
21,14400,1,4.0,5,2,6250,14.72,1,0.43,0,2,1,0.6510845761212827,2025/05/20
24,79631,0,8.0,4,3,25000,15.7,1,0.31,1,2,0,0.3648613467962158,2025/05/20
24,79632,0,0.0,1,2,25000,13.35,1,0.31,0,4,0,0.3561630725541924,2025/05/20
21,14400,2,0.0,3,2,1500,0.0,0,0.1,0,4,0,0.0868793267648065,2025/05/20
24,80000,0,6.0,1,0,25000,6.62,1,0.31,0,2,0,0.0601117365378502,2025/05/20
26,80000,0,5.0,0,2,25000,13.61,1,0.31,0,4,0,0.4232765626327434,2025/05/20
22,185000,0,4.0,3,1,25000,11.36,0,0.14,0,2,0,0.0185658065191853,2025/05/20
26,185000,1,10.0,4,0,5000,7.68,0,0.03,0,2,0,0.0052471768853951,2025/05/20
24,184992,0,7.0,2,3,22000,14.46,0,0.12,1,4,0,0.1510254013152159,2025/05/20
23,184000,1,5.0,1,1,2500,11.83,0,0.01,0,2,0,0.0300645723391916,2025/05/20
24,172000,2,6.0,0,2,20000,13.47,1,0.12,1,4,0,0.0484600356418871,2025/05/20
24,183000,2,2.0,3,1,20000,11.49,0,0.11,0,3,0,0.0088868109530702,2025/05/20
22,183000,2,3.0,1,0,1000,0.0,0,0.01,0,2,0,0.0074363783871393,2025/05/20
25,182952,2,9.0,4,0,15000,6.03,0,0.08,0,3,0,0.0026904116909514,2025/05/20
23,74004,0,7.0,0,4,25000,16.35,1,0.34,0,4,1,0.890962822920862,2025/05/20
26,74004,0,10.0,0,3,25000,0.0,1,0.34,1,4,1,0.6855170274935563,2025/05/20
25,81000,0,5.0,0,0,25000,7.29,1,0.31,0,3,0,0.0785955764004938,2025/05/20
23,81600,0,1.0,3,1,25000,11.36,1,0.31,0,3,0,0.101533635075203,2025/05/20
24,82000,0,8.0,5,1,25000,10.25,0,0.3,0,2,0,0.0578765500710724,2025/05/20
24,83000,0,5.0,1,1,25000,11.12,0,0.3,0,3,0,0.1468772971449476,2025/05/20
24,83000,0,5.0,4,3,25000,12.92,0,0.3,1,3,0,0.343194983336997,2025/05/20
24,180000,0,8.0,1,4,18000,18.64,0,0.1,1,4,0,0.4247240572896793,2025/05/20
23,180000,2,8.0,4,0,28000,7.51,0,0.16,0,3,0,0.0022257680878911,2025/05/20
23,14400,1,2.0,2,4,4000,16.7,1,0.28,0,2,1,0.8903546336800595,2025/05/20
22,14400,1,0.0,4,1,2100,11.14,0,0.15,0,4,0,0.0632137771155873,2025/05/20
22,84500,0,6.0,4,5,25000,18.3,0,0.3,0,4,1,0.8487592369787563,2025/05/20
24,85000,0,5.0,3,1,25000,10.62,0,0.29,0,4,0,0.0885291276762755,2025/05/20
24,180000,2,7.0,5,1,14000,11.99,0,0.08,0,2,0,0.0062548601469468,2025/05/20
26,180000,2,2.0,5,1,12000,9.63,0,0.07,0,4,0,0.0068702251549259,2025/05/20
25,142800,2,9.0,3,5,10000,18.25,1,0.06,0,4,0,0.4566933405285643,2025/05/20
23,14664,2,0.0,0,2,6000,0.0,1,0.41,0,4,1,0.7784852280564685,2025/05/20
24,87000,0,8.0,2,3,25000,14.84,0,0.29,0,3,1,0.5006625375382554,2025/05/20
24,75000,0,0.0,5,4,25000,14.7,1,0.33,1,3,1,0.6072034514746255,2025/05/20
23,76000,0,7.0,0,3,25000,16.02,1,0.33,0,4,1,0.7217178696133834,2025/05/20
23,66215,0,1.0,3,3,25000,15.37,1,0.32,1,2,0,0.4408947031296339,2025/05/20
25,90000,0,9.0,3,1,25000,10.99,0,0.28,0,4,0,0.0823245776667837,2025/05/20
21,15000,1,0.0,2,0,6200,7.9,1,0.41,0,2,0,0.2768335735544054,2025/05/20
26,180000,1,2.0,4,1,25000,10.99,0,0.14,0,4,0,0.0101818606204615,2025/05/20
24,180000,1,8.0,1,1,21000,11.48,0,0.12,0,3,0,0.0235045797064603,2025/05/20
25,180000,1,9.0,3,2,20000,14.26,0,0.11,1,4,0,0.0327595147602488,2025/05/20
26,180000,1,0.0,2,0,10000,8.0,0,0.06,0,4,0,0.0081816253684503,2025/05/20
25,180000,2,3.0,5,1,9950,11.26,0,0.06,0,2,0,0.0068290691740114,2025/05/20
23,15000,1,7.0,3,1,4475,0.0,1,0.3,0,4,0,0.2510758526707056,2025/05/20
23,78000,0,2.0,5,3,25000,16.32,1,0.32,1,3,0,0.3326690726826554,2025/05/20
25,66300,0,3.0,3,4,25000,17.93,1,0.32,1,4,1,0.7117381373149897,2025/05/20
23,90000,0,0.0,0,1,25000,11.36,0,0.28,0,3,0,0.1491304758818545,2025/05/20
24,79000,0,9.0,0,3,25000,14.96,1,0.32,1,4,1,0.6521283797584297,2025/05/20
24,91800,0,4.0,4,2,25000,13.43,0,0.27,1,3,0,0.1186780606613499,2025/05/20
25,92000,0,6.0,2,1,25000,12.69,0,0.27,0,3,0,0.0905764437784689,2025/05/20
24,92000,0,1.0,5,2,25000,12.73,0,0.27,1,4,0,0.0963483921164004,2025/05/20
