person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_default,default_probability,upload_date
22,36000,2,1.0,1,0,6000,7.51,0,0.17,0,4,0,0.02864243123540539,2025/05/20
22,42000,0,0.0,5,2,3600,14.72,0,0.09,1,4,0,0.08112736597997687,2025/05/20
23,36000,1,2.0,5,1,15000,11.36,0,0.42,0,4,0,0.2399352491277062,2025/05/20
23,37000,0,7.0,1,0,11000,6.62,0,0.3,0,3,0,0.15182221769029694,2025/05/20
23,37440,0,0.0,5,1,11000,0.0,0,0.29,0,2,0,0.1316046754503232,2025/05/20
24,37950,0,8.0,1,1,11000,11.86,0,0.29,0,2,0,0.3129967770381547,2025/05/20
24,36000,2,4.0,5,3,2000,14.96,0,0.06,0,2,0,0.09585999185278349,2025/05/20
26,36000,1,3.0,4,1,15000,10.25,0,0.42,0,2,0,0.27573003133805213,2025/05/20
22,39500,0,3.0,0,2,11000,12.68,0,0.28,1,2,1,0.5372084023597831,2025/05/20
23,39500,0,7.0,3,0,11000,0.0,0,0.28,0,2,0,0.07619122661536867,2025/05/20
23,39520,0,8.0,4,0,11000,5.42,0,0.28,0,2,0,0.06193827456503388,2025/05/20
22,39996,0,3.0,4,0,11000,5.79,0,0.28,0,2,0,0.06044713932998588,2025/05/20
22,34000,0,2.0,2,3,11000,15.99,1,0.32,0,3,1,0.7985304489143213,2025/05/20
22,41000,0,2.0,0,1,11000,12.18,0,0.27,0,4,0,0.33111777239669704,2025/05/20
24,41280,0,3.0,5,3,11000,15.28,0,0.27,0,3,1,0.5282668461599019,2025/05/20
26,36000,2,10.0,4,1,10000,9.88,0,0.28,0,3,0,0.08459841398368245,2025/05/20
25,36000,2,3.0,0,2,7000,12.73,0,0.19,1,2,0,0.21108466497809095,2025/05/20
23,36000,2,3.0,1,0,10000,7.14,0,0.28,0,3,0,0.0615222837118255,2025/05/20
21,41808,0,5.0,1,4,11000,17.19,0,0.26,1,3,1,0.8629367355282623,2025/05/20
22,42000,0,3.0,4,1,11000,11.71,0,0.26,0,2,0,0.13224110943191142,2025/05/20
21,36000,0,3.0,2,1,11000,10.37,1,0.31,0,4,0,0.31039452247087407,2025/05/20
23,36000,0,0.0,5,2,11000,13.11,1,0.31,1,3,0,0.31596232441703925,2025/05/20
21,36000,1,5.0,1,2,8800,13.85,0,0.24,0,2,0,0.370229958722885,2025/05/20
24,30000,2,3.0,2,2,10000,14.22,1,0.33,1,3,0,0.36144070330045697,2025/05/20
24,43000,0,9.0,1,0,11000,8.94,0,0.26,0,3,0,0.10803794906066871,2025/05/20
25,44975,0,2.0,3,0,11000,6.99,0,0.24,0,4,0,0.055972167992105415,2025/05/20
26,45000,0,3.0,0,0,11000,6.99,0,0.24,0,2,0,0.10569382713545689,2025/05/20
25,45000,0,2.0,0,1,11000,9.25,0,0.24,0,2,0,0.25155302540734903,2025/05/20
23,36000,1,2.0,5,2,5000,12.87,0,0.14,1,3,0,0.07725093441893374,2025/05/20
25,36000,2,0.0,3,2,5400,14.26,0,0.15,0,3,0,0.10869750915082761,2025/05/20
22,45000,0,6.0,3,1,11000,9.88,0,0.24,0,2,0,0.13826978523870595,2025/05/20
26,45000,0,10.0,4,3,11000,14.61,0,0.24,0,2,1,0.5139331341715069,2025/05/20
22,36000,1,4.0,1,3,5000,14.61,0,0.14,0,2,0,0.44427250124034023,2025/05/20
22,45504,0,2.0,0,1,11000,10.99,0,0.24,0,2,0,0.2515147396739238,2025/05/20
22,46000,0,3.0,1,1,11000,10.59,0,0.24,0,3,0,0.21370022445697748,2025/05/20
24,36000,2,3.0,4,1,4750,11.83,0,0.13,0,3,0,0.0278532747140149,2025/05/20
22,46000,0,4.0,4,0,11000,7.49,0,0.24,0,4,0,0.04425645611486464,2025/05/20
24,47160,0,5.0,5,1,11000,11.14,0,0.23,0,4,0,0.08642566626521019,2025/05/20
25,48000,0,8.0,3,0,11000,7.51,0,0.23,0,4,0,0.05232359554048669,2025/05/20
23,30000,2,4.0,5,3,9500,15.31,1,0.32,0,2,0,0.46387630441745353,2025/05/20
22,48000,0,2.0,1,1,11000,10.75,0,0.23,0,4,0,0.2019081688234222,2025/05/20
25,48996,0,9.0,1,0,11000,7.88,0,0.22,0,2,0,0.07159228111063769,2025/05/20
24,49278,0,4.0,5,2,11000,13.22,0,0.22,0,2,0,0.18443626654314185,2025/05/20
22,50000,0,1.0,3,0,11000,0.0,0,0.22,0,2,0,0.041166811225591224,2025/05/20
22,50000,0,6.0,1,2,11000,13.49,0,0.22,1,4,0,0.3470620565130672,2025/05/20
23,36000,2,3.0,0,2,3000,13.22,0,0.08,0,4,0,0.136528584555105,2025/05/20
21,50000,0,4.0,1,1,11000,10.0,0,0.22,0,3,0,0.1809657387239182,2025/05/20
25,50000,0,0.0,1,1,11000,12.53,0,0.22,0,2,0,0.17594102910508444,2025/05/20
26,44000,0,4.0,0,3,11000,15.31,1,0.25,0,2,1,0.7572977543485055,2025/05/20
22,50985,0,4.0,1,2,11000,13.11,0,0.22,0,2,0,0.38065262285494006,2025/05/20
22,36000,2,3.0,3,1,6000,12.53,0,0.17,0,2,0,0.04636480933088739,2025/05/20
26,36000,2,0.0,0,0,6350,8.94,0,0.18,0,4,0,0.039750521355725744,2025/05/20
26,46000,0,3.0,3,3,11000,16.29,1,0.24,1,3,1,0.5216480926498605,2025/05/20
21,52769,0,5.0,1,1,11000,10.37,0,0.21,0,4,0,0.17212712370315897,2025/05/20
26,53004,0,10.0,2,0,11000,5.79,0,0.21,0,4,0,0.05483352027061956,2025/05/20
23,30000,2,7.0,3,2,10000,13.79,1,0.33,0,2,0,0.35156994708550504,2025/05/20
23,54996,0,2.0,3,2,11000,0.0,0,0.2,0,2,0,0.22065401856348868,2025/05/20
23,30000,2,0.0,2,0,1000,9.32,1,0.03,0,4,0,0.007963476205469036,2025/05/20
23,56000,0,3.0,0,0,11000,7.49,0,0.2,0,4,0,0.07706199044393425,2025/05/20
21,36000,2,1.0,0,0,8000,9.32,0,0.22,0,3,0,0.05008606924545838,2025/05/20
26,58195,0,3.0,4,1,11000,9.91,0,0.19,0,2,0,0.06896063674495494,2025/05/20
22,59000,0,2.0,1,1,11000,10.74,0,0.19,0,2,0,0.13465873675092993,2025/05/20
24,36000,2,3.0,2,0,6400,9.38,0,0.18,0,4,0,0.02461108066522155,2025/05/20
23,60000,0,1.0,1,2,11000,14.22,0,0.18,0,4,0,0.3024149157236387,2025/05/20
22,36000,2,2.0,0,0,10000,8.32,0,0.28,0,3,0,0.07757058707876913,2025/05/20
24,65000,0,5.0,2,0,11000,7.51,0,0.17,0,4,0,0.036139405835789236,2025/05/20
26,36000,2,10.0,4,1,18000,10.39,0,0.5,0,2,0,0.31708984397439177,2025/05/20
26,36000,2,8.0,2,2,6000,12.29,0,0.17,1,4,0,0.13562109926703192,2025/05/20
24,36000,2,3.0,1,1,8000,9.83,0,0.22,0,3,0,0.10610184599035709,2025/05/20
24,69996,0,9.0,0,1,11000,11.86,0,0.16,0,3,0,0.13723582495363756,2025/05/20
26,70000,0,5.0,2,0,11000,6.62,0,0.16,0,4,0,0.032738575682058284,2025/05/20
22,71200,0,2.0,5,1,11000,12.42,0,0.15,0,2,0,0.03652416160094802,2025/05/20
25,80004,0,9.0,2,2,11000,12.53,0,0.14,0,4,0,0.18782372375348017,2025/05/20
23,81600,0,3.0,4,1,11000,0.0,0,0.13,0,3,0,0.03769195898452034,2025/05/20
24,85000,0,1.0,3,0,11000,6.91,0,0.13,0,2,0,0.01722068699722977,2025/05/20
21,87000,0,5.0,3,1,11000,11.58,0,0.13,0,2,0,0.048849751572668486,2025/05/20
24,90000,0,2.0,1,1,11000,11.14,0,0.12,0,3,0,0.07292669856246059,2025/05/20
26,36194,2,10.0,4,1,9250,10.08,0,0.26,0,3,0,0.07387535921244505,2025/05/20
24,100000,0,6.0,0,0,11000,5.42,0,0.11,0,4,0,0.032066410896141054,2025/05/20
25,30252,2,9.0,4,1,10000,9.76,1,0.33,0,3,0,0.13320182108838097,2025/05/20
23,116000,0,7.0,5,0,11000,8.94,0,0.09,0,2,0,0.007200544426951837,2025/05/20
21,30297,2,5.0,2,2,7550,13.22,1,0.25,1,4,0,0.236768054629129,2025/05/20
25,36300,2,5.0,5,0,9000,6.99,0,0.25,0,2,0,0.0182736834497241,2025/05/20
25,30300,2,4.0,3,1,5000,10.0,1,0.17,0,2,0,0.050033812516773545,2025/05/20
25,120000,0,9.0,0,1,11000,12.18,0,0.09,0,4,0,0.07410871413630242,2025/05/20
26,125000,0,1.0,3,2,11000,12.98,0,0.09,1,4,0,0.07586651942481695,2025/05/20
22,36396,2,6.0,1,1,5500,11.12,0,0.15,0,3,0,0.06637747971010634,2025/05/20
24,47230,0,8.0,5,0,10950,6.91,0,0.23,0,2,0,0.03009640456284526,2025/05/20
22,30400,2,2.0,5,2,9950,15.27,1,0.33,0,4,0,0.25729864410757136,2025/05/20
22,60000,0,5.0,4,3,10900,15.65,0,0.18,0,2,0,0.35710605241358184,2025/05/20
22,35500,0,6.0,2,2,10875,12.84,1,0.31,0,4,1,0.5702279626598203,2025/05/20
25,36400,2,4.0,5,2,11000,12.29,0,0.3,0,3,0,0.184909540152696,2025/05/20
21,33000,0,2.0,1,2,10800,12.23,1,0.33,0,3,1,0.6649456343014014,2025/05/20
24,34000,0,3.0,4,3,10800,14.42,1,0.32,1,4,1,0.6682274448000344,2025/05/20
22,36480,0,2.0,5,1,10800,8.88,0,0.3,0,4,0,0.1612180049338056,2025/05/20
26,33996,0,2.0,4,1,10800,11.12,1,0.32,0,3,0,0.23028315885503292,2025/05/20
24,36500,2,3.0,5,1,2500,10.37,0,0.07,0,3,0,0.01399940573193325,2025/05/20
24,40000,0,0.0,0,0,10800,6.92,0,0.27,0,4,0,0.14700882501561352,2025/05/20
24,43680,0,1.0,5,0,10800,5.42,0,0.25,0,2,0,0.035713782232262056,2025/05/20
26,45000,0,0.0,3,0,10800,6.17,0,0.24,0,3,0,0.05433386029261665,2025/05/20
24,45996,0,2.0,5,2,10800,13.16,0,0.23,0,4,0,0.21321351714711204,2025/05/20
23,30500,2,6.0,3,3,3000,14.96,1,0.1,1,2,0,0.16418660130746787,2025/05/20
25,36500,2,7.0,0,0,3200,9.63,0,0.09,0,3,0,0.02045096312333554,2025/05/20
24,36500,2,0.0,1,2,7000,13.16,0,0.19,1,4,0,0.18042454188706783,2025/05/20
26,42000,0,2.0,4,2,10800,13.99,1,0.26,0,2,0,0.30845566279598957,2025/05/20
26,30576,2,10.0,3,3,3000,14.46,1,0.1,1,2,0,0.16772924511063073,2025/05/20
26,36588,2,3.0,0,1,10000,10.65,0,0.27,0,3,0,0.18085747302810315,2025/05/20
22,36600,2,2.0,0,0,9950,7.29,0,0.27,0,3,0,0.07045144450864094,2025/05/20
25,50000,0,2.0,5,1,10800,10.75,0,0.22,0,3,0,0.07613394668836967,2025/05/20
26,36636,2,3.0,3,0,5000,6.03,0,0.14,0,2,0,0.013168576971295325,2025/05/20
21,36648,2,3.0,0,1,7125,9.91,0,0.19,0,2,0,0.10294468617906709,2025/05/20
22,44400,0,2.0,4,4,10800,18.79,1,0.24,0,3,1,0.7536718911870357,2025/05/20
23,55000,0,2.0,3,1,10800,8.88,0,0.2,0,2,0,0.09537636329382512,2025/05/20
25,55000,0,2.0,5,2,10800,13.57,0,0.2,0,2,0,0.15659998435091138,2025/05/20
25,30780,2,3.0,3,0,5500,8.49,1,0.18,0,4,0,0.020596124060762097,2025/05/20
21,36800,2,5.0,1,0,12400,7.51,0,0.34,0,4,0,0.09534463500135243,2025/05/20
21,57000,0,0.0,1,2,10800,13.22,0,0.19,0,3,0,0.31702915094747897,2025/05/20
21,57000,0,6.0,2,3,10800,16.77,1,0.19,0,4,1,0.5263645178291457,2025/05/20
25,68000,0,9.0,5,1,10800,10.74,0,0.16,0,2,0,0.04236433226608403,2025/05/20
24,36852,2,3.0,1,1,6000,9.99,0,0.16,0,4,0,0.07188088321517137,2025/05/20
23,72000,0,3.0,3,0,10800,7.88,0,0.15,0,2,0,0.021679204100748303,2025/05/20
26,69000,0,11.0,2,0,10800,7.51,1,0.16,0,4,0,0.03434367243740926,2025/05/20
23,58650,0,7.0,3,3,10800,16.29,1,0.16,0,3,0,0.3813963886171343,2025/05/20
22,36933,2,2.0,5,2,10000,12.22,0,0.27,1,4,0,0.12714771787895415,2025/05/20
22,75000,0,0.0,3,1,10800,9.62,0,0.14,0,3,0,0.05498917741393976,2025/05/20
25,62165,0,2.0,3,3,10800,15.65,1,0.15,1,4,0,0.30945909223500256,2025/05/20
23,115000,0,0.0,4,2,10800,14.65,0,0.09,0,4,0,0.07506771479663525,2025/05/20
23,36996,1,4.0,3,0,10000,7.51,0,0.27,0,3,0,0.05239048589856446,2025/05/20
22,20796,0,1.0,0,3,10775,15.37,1,0.52,1,2,1,0.9756480735167044,2025/05/20
23,30000,0,6.0,1,1,10775,10.65,1,0.36,0,4,1,0.5021960632828256,2025/05/20
24,36996,2,7.0,4,3,7800,0.0,0,0.21,1,3,0,0.24226542114838648,2025/05/20
24,24000,0,0.0,2,3,10750,15.2,1,0.45,1,2,1,0.9217387675554635,2025/05/20
22,29950,0,0.0,2,3,10750,14.11,1,0.36,0,3,1,0.8571202569815749,2025/05/20
21,30067,0,5.0,5,2,10750,12.68,1,0.36,0,3,1,0.5026326167303671,2025/05/20
23,33600,0,2.0,0,2,10750,0.0,1,0.32,1,3,1,0.6363357329902084,2025/05/20
26,36000,0,7.0,5,4,10750,16.0,0,0.3,1,4,1,0.7893423677290998,2025/05/20
23,37000,1,0.0,1,0,6000,8.9,0,0.16,0,3,0,0.03804533772924654,2025/05/20
25,39000,0,1.0,2,3,10750,14.59,1,0.28,1,4,1,0.6871785471472538,2025/05/20
23,32000,0,4.0,4,0,10700,6.03,1,0.33,0,3,0,0.10351870647713127,2025/05/20
26,48000,0,2.0,1,0,10700,9.63,0,0.22,0,4,0,0.07645634779054468,2025/05/20
25,54000,0,7.0,2,2,10700,0.0,1,0.2,1,2,0,0.23400815389256444,2025/05/20
23,37000,2,3.0,4,1,6400,11.71,0,0.17,0,3,0,0.036566366182654936,2025/05/20
26,68000,0,4.0,1,1,10700,12.42,0,0.16,0,4,0,0.11430546690931852,2025/05/20
25,37000,1,0.0,5,2,10000,15.96,0,0.27,0,3,0,0.21588475817171252,2025/05/20
22,37000,2,7.0,3,1,3600,11.71,0,0.1,0,2,0,0.028107262764387228,2025/05/20
26,16800,0,3.0,4,1,10625,0.0,1,0.63,0,3,1,0.8769967152673479,2025/05/20
22,37000,2,1.0,5,2,2000,14.27,0,0.05,1,2,0,0.025520217101416512,2025/05/20
25,24000,0,2.0,3,0,10625,6.03,1,0.44,0,2,0,0.30874559499971516,2025/05/20
26,37000,2,7.0,1,1,8400,10.99,0,0.23,0,4,0,0.11995752646179202,2025/05/20
25,37000,2,6.0,2,3,7000,15.62,0,0.19,1,3,0,0.32854506518669013,2025/05/20
23,25000,0,0.0,1,1,10625,11.71,1,0.42,0,3,1,0.6408439380156798,2025/05/20
22,37000,2,0.0,3,0,15000,8.49,0,0.41,0,2,0,0.089251045796128,2025/05/20
26,30000,0,0.0,5,1,10625,11.71,1,0.35,0,3,0,0.2419852895997058,2025/05/20
25,30000,0,9.0,0,0,10625,6.99,1,0.35,0,4,0,0.29523175500701876,2025/05/20
23,30000,0,8.0,1,0,10625,6.92,1,0.35,0,2,0,0.2307402785010027,2025/05/20
24,37000,2,3.0,3,0,6075,5.99,0,0.16,0,3,0,0.015317118258282802,2025/05/20
24,62467,0,0.0,2,0,10625,8.49,0,0.17,0,2,0,0.03400017645365682,2025/05/20
22,31200,0,0.0,3,2,10600,12.99,1,0.34,0,2,1,0.5650102789977486,2025/05/20
24,33048,0,6.0,1,2,10600,11.97,1,0.32,1,3,1,0.5975850711188802,2025/05/20
24,42000,0,4.0,4,2,10600,13.16,0,0.25,1,4,0,0.25905312237144146,2025/05/20
25,57700,0,2.0,3,3,10600,14.91,1,0.18,1,4,0,0.3821868708506838,2025/05/20
24,37000,2,4.0,3,0,4000,0.0,0,0.11,0,4,0,0.010949806820103693,2025/05/20
22,75000,0,3.0,1,1,10600,10.99,0,0.14,0,3,0,0.09074143091723656,2025/05/20
24,94000,0,3.0,4,1,10600,12.18,0,0.11,0,4,0,0.03476957035858166,2025/05/20
22,37000,2,6.0,3,1,2500,10.37,0,0.07,0,4,0,0.023983782318043382,2025/05/20
25,30000,0,3.0,5,3,10500,16.29,1,0.35,0,2,1,0.7211171514940139,2025/05/20
22,37000,2,3.0,0,0,15000,6.54,0,0.41,0,3,0,0.17854954093871359,2025/05/20
25,30600,0,3.0,3,2,10500,13.35,1,0.34,0,3,1,0.5817152260187455,2025/05/20
22,29000,0,2.0,1,1,10500,9.99,1,0.36,0,3,0,0.49219068032706087,2025/05/20
25,35220,0,2.0,0,0,10500,7.29,0,0.3,0,3,0,0.19052751669862955,2025/05/20
22,37000,2,2.0,0,0,13000,7.88,0,0.35,0,4,0,0.12424303667234204,2025/05/20
22,36000,0,6.0,0,1,10500,10.74,0,0.29,0,2,0,0.37383413593079384,2025/05/20
24,37000,0,8.0,3,3,10500,0.0,0,0.28,0,2,1,0.6636849653996765,2025/05/20
25,39204,0,3.0,4,5,10500,0.0,0,0.27,1,4,1,0.9030143407859582,2025/05/20
21,34500,0,5.0,1,0,10500,8.49,1,0.3,0,3,0,0.15601783029524774,2025/05/20
22,41900,0,3.0,1,0,10500,8.49,0,0.25,0,2,0,0.09549348543692822,2025/05/20
24,44640,0,0.0,5,1,10500,10.36,0,0.24,0,2,0,0.08979450275247211,2025/05/20
22,45000,0,0.0,4,0,10500,6.99,0,0.23,0,2,0,0.03801854402911453,2025/05/20
24,37000,2,8.0,5,1,10000,10.99,0,0.27,0,4,0,0.062359383005198735,2025/05/20
22,49000,0,1.0,2,0,10500,9.38,1,0.21,0,2,0,0.05120719547071181,2025/05/20
26,58000,0,9.0,4,1,10500,11.48,0,0.18,0,2,0,0.06722219574684253,2025/05/20
24,85000,0,1.0,5,0,10500,6.92,0,0.12,0,3,0,0.010197887347254722,2025/05/20
23,43500,0,0.0,3,2,10450,13.57,0,0.24,0,2,0,0.31973991278191277,2025/05/20
26,37000,2,4.0,5,0,10400,8.94,0,0.28,0,3,0,0.023181631398764356,2025/05/20
23,37000,2,2.0,1,0,10000,7.74,0,0.27,0,3,0,0.05569784217411996,2025/05/20
24,37000,3,2.0,1,1,5000,11.58,0,0.14,0,3,0,0.041095704127978055,2025/05/20
24,35004,0,9.0,4,4,10400,0.0,0,0.3,0,2,1,0.8442899915595432,2025/05/20
23,37000,0,1.0,1,0,10400,7.66,0,0.28,0,4,0,0.1336118997098733,2025/05/20
22,32400,0,2.0,3,3,10400,14.84,1,0.32,0,2,1,0.756107083435758,2025/05/20
25,40000,0,6.0,1,1,10400,9.91,0,0.26,0,4,0,0.2702782457387654,2025/05/20
22,37000,2,6.0,1,1,7500,10.95,0,0.2,0,2,0,0.08946727377320703,2025/05/20
21,40800,0,1.0,4,0,10400,9.32,0,0.25,0,3,0,0.04891157119803514,2025/05/20
